order_id,order_date,ship_date,ship_mode,customer_name,segment,state,country,market,region,product_id,category,sub_category,product_name,sales,quantity,discount,profit,shipping_cost,order_priority,year,line_id,order_key,return_status
CA-2012-8880,2012-06-25,2012-06-27,First Class,Nathan Mautz,Home Office,Quebec,Canada,Canada,Canada,OFF-AME-10003180,Office Supplies,Envelopes,"Ames Business Envelopes, Set of 50",18.18,1,0.0,5.25,2.22,Critical,2012,13066,Canada|CA-2012-8880,Not Returned
CA-2012-115945,2012-06-25,2012-07-01,Standard Class,Alan Barnes,Consumer,California,United States,US,West,OFF-AR-10004062,Office Supplies,Art,Staples,20.96,2,0.0,5.24,1.56,Medium,2012,13067,US|CA-2012-115945,Not Returned
ES-2012-1128541,2012-06-25,2012-07-01,Standard Class,Maria Etezadi,Home Office,Marche,Italy,EU,South,OFF-ST-10001426,Office Supplies,Storage,"Eldon Folders, Single Width",30.617999999999995,3,0.4,3.5280000000000022,1.54,Medium,2012,13068,EU|ES-2012-1128541,Not Returned
IN-2012-70087,2012-06-25,2012-06-25,Same Day,Rob Dowd,Consumer,Yogyakarta,Indonesia,APAC,Southeast Asia,OFF-BI-10003309,Office Supplies,Binders,"Wilson Jones Binder Covers, Clear",8.8395,1,0.17,0.8295000000000001,1.39,High,2012,13069,APAC|IN-2012-70087,Not Returned
IN-2012-70087,2012-06-25,2012-06-25,Same Day,Rob Dowd,Consumer,Yogyakarta,Indonesia,APAC,Southeast Asia,FUR-CH-10000825,Furniture,Chairs,"SAFCO Chairmat, Red",87.33720000000001,2,0.27,14.317199999999993,1.38,High,2012,13070,APAC|IN-2012-70087,Not Returned
ES-2012-1128541,2012-06-25,2012-07-01,Standard Class,Maria Etezadi,Home Office,Marche,Italy,EU,South,OFF-FA-10004734,Office Supplies,Fasteners,"Advantus Rubber Bands, Bulk Pack",16.59,1,0.0,5.46,0.71,Medium,2012,13071,EU|ES-2012-1128541,Not Returned
CA-2012-119690,2012-06-25,2012-06-28,First Class,Mark Van Huff,Consumer,Texas,United States,US,Central,OFF-LA-10001613,Office Supplies,Labels,Avery File Folder Labels,4.608,2,0.2,1.6704,0.48,High,2012,13072,US|CA-2012-119690,Not Returned
TU-2012-200,2012-06-25,2012-06-30,Standard Class,Bryan Davis,Consumer,Istanbul,Turkey,EMEA,EMEA,OFF-STO-10004495,Office Supplies,Fasteners,"Stockwell Thumb Tacks, Bulk Pack",5.412,1,0.6,-3.9479999999999986,0.43,Medium,2012,13073,EMEA|TU-2012-200,Not Returned
YM-2012-3890,2012-06-25,2012-06-26,First Class,Don Weiss,Consumer,Ta'izz,Yemen,EMEA,EMEA,OFF-BOS-10002558,Office Supplies,Art,"Boston Pencil Sharpener, Easy-Erase",54.378000000000014,6,0.7,-97.90199999999999,0.41,High,2012,13074,EMEA|YM-2012-3890,Not Returned
CA-2012-119690,2012-06-25,2012-06-28,First Class,Mark Van Huff,Consumer,Texas,United States,US,Central,OFF-BI-10000201,Office Supplies,Binders,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",0.9839999999999998,2,0.8,-1.476,0.14,High,2012,13075,US|CA-2012-119690,Not Returned
ID-2012-48100,2012-06-26,2012-06-30,Standard Class,Emily Burns,Consumer,Sumatera Utara,Indonesia,APAC,Southeast Asia,TEC-PH-10003794,Technology,Phones,"Nokia Smart Phone, Full Size",1587.0014999999999,3,0.17,-76.55849999999998,164.0,High,2012,13076,APAC|ID-2012-48100,Not Returned
US-2012-108420,2012-06-26,2012-06-28,First Class,Ben Peterman,Corporate,San Juan,Dominican Republic,LATAM,Caribbean,TEC-CO-10001177,Technology,Copiers,"HP Fax and Copier, Color",649.2049200000001,7,0.202,-9.775080000000003,126.87,High,2012,13077,LATAM|US-2012-108420,Not Returned
CA-2012-166583,2012-06-26,2012-06-30,Standard Class,Valerie Dominguez,Consumer,Texas,United States,US,Central,TEC-PH-10001578,Technology,Phones,Polycom SoundStation2 EX Conference phone,971.8800000000001,3,0.2,109.33649999999994,95.63,Medium,2012,13078,US|CA-2012-166583,Not Returned
ES-2012-3185515,2012-06-26,2012-06-26,Same Day,Matt Connell,Corporate,England,United Kingdom,EU,North,TEC-CO-10003800,Technology,Copiers,"Hewlett Wireless Fax, Color",763.26,2,0.0,152.64000000000001,85.94,Medium,2012,13079,EU|ES-2012-3185515,Not Returned
US-2012-108420,2012-06-26,2012-06-28,First Class,Ben Peterman,Corporate,San Juan,Dominican Republic,LATAM,Caribbean,TEC-MA-10000772,Technology,Machines,"StarTech Printer, Red",303.9840000000001,6,0.7,-678.936,73.074,High,2012,13080,LATAM|US-2012-108420,Not Returned
ES-2012-5455334,2012-06-26,2012-07-01,Second Class,Don Jones,Corporate,Bremen,Germany,EU,Central,TEC-MA-10004609,Technology,Machines,"Okidata Inkjet, White",622.5000000000001,2,0.0,80.88,60.96,High,2012,13081,EU|ES-2012-5455334,Not Returned
ID-2012-48100,2012-06-26,2012-06-30,Standard Class,Emily Burns,Consumer,Sumatera Utara,Indonesia,APAC,Southeast Asia,TEC-AC-10003753,Technology,Accessories,"SanDisk Router, Programmable",273.32099999999997,2,0.47000000000000003,-149.55899999999997,49.86,High,2012,13082,APAC|ID-2012-48100,Not Returned
SA-2012-3380,2012-06-26,2012-06-30,Standard Class,Scott Cohen,Corporate,Makkah,Saudi Arabia,EMEA,EMEA,OFF-HAM-10000312,Office Supplies,Appliances,"Hamilton Beach Refrigerator, Red",500.12999999999994,1,0.0,45.0,39.5,High,2012,13083,EMEA|SA-2012-3380,Not Returned
TU-2012-4900,2012-06-26,2012-06-28,First Class,Giulietta Baptist,Consumer,Ankara,Turkey,EMEA,EMEA,OFF-ELD-10001694,Office Supplies,Storage,"Eldon File Cart, Single Width",204.67200000000003,4,0.6,-214.968,36.34,Medium,2012,13084,EMEA|TU-2012-4900,Not Returned
CA-2012-115938,2012-06-26,2012-06-30,Standard Class,Sue Ann Reed,Consumer,Virginia,United States,US,South,FUR-CH-10003199,Furniture,Chairs,Office Star - Contemporary Task Swivel Chair,332.94,3,0.0,79.90559999999999,33.44,High,2012,13085,US|CA-2012-115938,Not Returned
CA-2012-115938,2012-06-26,2012-06-30,Standard Class,Sue Ann Reed,Consumer,Virginia,United States,US,South,OFF-BI-10001543,Office Supplies,Binders,GBC VeloBinder Manual Binding System,143.96,4,0.0,69.1008,23.84,High,2012,13086,US|CA-2012-115938,Not Returned
ID-2012-48100,2012-06-26,2012-06-30,Standard Class,Emily Burns,Consumer,Sumatera Utara,Indonesia,APAC,Southeast Asia,TEC-MA-10001527,Technology,Machines,"Panasonic Calculator, White",202.06349999999998,5,0.17,-7.336499999999994,19.29,High,2012,13087,APAC|ID-2012-48100,Not Returned
MX-2012-153612,2012-06-26,2012-06-30,Standard Class,Joel Jenkins,Home Office,Guanajuato,Mexico,LATAM,North,FUR-BO-10001646,Furniture,Bookcases,"Safco Corner Shelving, Metal",158.848,2,0.2,35.727999999999994,15.321000000000002,High,2012,13088,LATAM|MX-2012-153612,Not Returned
ES-2012-4904223,2012-06-26,2012-06-26,Same Day,Keith Herrera,Consumer,North Rhine-Westphalia,Germany,EU,Central,TEC-PH-10003770,Technology,Phones,"Apple Speaker Phone, Full Size",124.59,1,0.0,53.550000000000004,14.81,High,2012,13089,EU|ES-2012-4904223,Not Returned
ID-2012-48100,2012-06-26,2012-06-30,Standard Class,Emily Burns,Consumer,Sumatera Utara,Indonesia,APAC,Southeast Asia,OFF-AR-10002681,Office Supplies,Art,"Boston Sketch Pad, Fluorescent",181.98899999999998,5,0.27,-10.01100000000001,14.75,High,2012,13090,APAC|ID-2012-48100,Not Returned
SF-2012-310,2012-06-26,2012-06-28,Second Class,Denny Ordway,Consumer,Gauteng,South Africa,Africa,Africa,OFF-IBI-10002637,Office Supplies,Binders,"Ibico Binding Machine, Durable",105.84,2,0.0,48.66,14.22,High,2012,13091,Africa|SF-2012-310,Not Returned
SF-2012-1390,2012-06-26,2012-06-30,Standard Class,Paul MacIntyre,Consumer,Western Cape,South Africa,Africa,Africa,TEC-NOK-10001282,Technology,Phones,"Nokia Signal Booster, with Caller ID",273.0,2,0.0,79.14,12.55,High,2012,13092,Africa|SF-2012-1390,Not Returned
ES-2012-5455334,2012-06-26,2012-07-01,Second Class,Don Jones,Corporate,Bremen,Germany,EU,Central,FUR-CH-10001051,Furniture,Chairs,"Hon Chairmat, Red",149.931,3,0.1,6.650999999999996,10.83,High,2012,13093,EU|ES-2012-5455334,Not Returned
ID-2012-54911,2012-06-26,2012-07-01,Standard Class,Alyssa Crouse,Corporate,Victoria,Australia,APAC,Oceania,OFF-SU-10003803,Office Supplies,Supplies,"Acme Trimmer, Steel",118.74600000000002,3,0.1,-2.6640000000000033,9.46,Medium,2012,13094,APAC|ID-2012-54911,Not Returned
ID-2012-54911,2012-06-26,2012-07-01,Standard Class,Alyssa Crouse,Corporate,Victoria,Australia,APAC,Oceania,TEC-AC-10002014,Technology,Accessories,"Belkin Flash Drive, USB",151.74,4,0.1,57.3,9.29,Medium,2012,13095,APAC|ID-2012-54911,Not Returned
ES-2012-4192199,2012-06-26,2012-06-26,Same Day,Marc Crier,Consumer,Ile-de-France,France,EU,Central,OFF-LA-10000039,Office Supplies,Labels,"Smead Legal Exhibit Labels, Adjustable",27.0,3,0.0,3.7800000000000002,8.74,Critical,2012,13096,EU|ES-2012-4192199,Not Returned
SA-2012-3380,2012-06-26,2012-06-30,Standard Class,Scott Cohen,Corporate,Makkah,Saudi Arabia,EMEA,EMEA,OFF-WIL-10000164,Office Supplies,Binders,"Wilson Jones Binding Machine, Durable",100.92,2,0.0,1.98,7.7,High,2012,13097,EMEA|SA-2012-3380,Not Returned
IN-2012-22466,2012-06-26,2012-07-02,Standard Class,Andy Yotov,Corporate,Sylhet,Bangladesh,APAC,Central Asia,OFF-PA-10003805,Office Supplies,Paper,"Eaton Note Cards, Multicolor",122.88,4,0.0,30.72,7.41,Medium,2012,13098,APAC|IN-2012-22466,Not Returned
SA-2012-3380,2012-06-26,2012-06-30,Standard Class,Scott Cohen,Corporate,Makkah,Saudi Arabia,EMEA,EMEA,OFF-IBI-10002637,Office Supplies,Binders,"Ibico Binding Machine, Durable",52.92,1,0.0,24.33,6.2,High,2012,13099,EMEA|SA-2012-3380,Not Returned
IN-2012-66384,2012-06-26,2012-06-29,First Class,Jonathan Doherty,Corporate,Jawa Timur,Indonesia,APAC,Southeast Asia,FUR-FU-10001507,Furniture,Furnishings,"Rubbermaid Light Bulb, Duo Pack",68.985,5,0.27,3.7349999999999994,4.74,High,2012,13100,APAC|IN-2012-66384,Not Returned
CA-2012-125395,2012-06-26,2012-06-29,Second Class,Laura Armstrong,Corporate,Michigan,United States,US,Central,TEC-AC-10004708,Technology,Accessories,Sony 32GB Class 10 Micro SDHC R40 Memory Card,41.9,2,0.0,8.799,4.35,High,2012,13101,US|CA-2012-125395,Not Returned
ID-2012-54911,2012-06-26,2012-07-01,Standard Class,Alyssa Crouse,Corporate,Victoria,Australia,APAC,Oceania,OFF-SU-10001573,Office Supplies,Supplies,"Kleencut Shears, Serrated",39.123,1,0.1,-1.7670000000000003,4.24,Medium,2012,13102,APAC|ID-2012-54911,Not Returned
CA-2012-143882,2012-06-26,2012-06-30,Standard Class,Dennis Bolton,Home Office,Ohio,United States,US,East,OFF-PA-10004040,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),43.056000000000004,9,0.2,15.6078,3.49,High,2012,13103,US|CA-2012-143882,Not Returned
ES-2012-4192199,2012-06-26,2012-06-26,Same Day,Marc Crier,Consumer,Ile-de-France,France,EU,Central,OFF-AR-10001482,Office Supplies,Art,"Stanley Markers, Easy-Erase",22.47,1,0.0,0.0,3.36,Critical,2012,13104,EU|ES-2012-4192199,Not Returned
ID-2012-83331,2012-06-26,2012-07-01,Standard Class,Larry Tron,Consumer,Auckland,New Zealand,APAC,Oceania,TEC-AC-10004604,Technology,Accessories,"SanDisk Mouse, Bluetooth",45.972,2,0.4,-29.928000000000004,3.36,Medium,2012,13105,APAC|ID-2012-83331,Not Returned
IZ-2012-3760,2012-06-26,2012-06-30,Standard Class,Beth Thompson,Home Office,Ninawa,Iraq,EMEA,EMEA,OFF-IBI-10000099,Office Supplies,Binders,"Ibico Binder, Clear",29.879999999999995,2,0.0,2.64,3.21,Medium,2012,13106,EMEA|IZ-2012-3760,Not Returned
MX-2012-153612,2012-06-26,2012-06-30,Standard Class,Joel Jenkins,Home Office,Guanajuato,Mexico,LATAM,North,OFF-BI-10003653,Office Supplies,Binders,"Avery 3-Hole Punch, Durable",39.16000000000001,2,0.0,10.959999999999999,3.032,High,2012,13107,LATAM|MX-2012-153612,Not Returned
SA-2012-3380,2012-06-26,2012-06-30,Standard Class,Scott Cohen,Corporate,Makkah,Saudi Arabia,EMEA,EMEA,OFF-STA-10003956,Office Supplies,Art,"Stanley Pens, Blue",40.2,4,0.0,19.68,2.8,High,2012,13108,EMEA|SA-2012-3380,Not Returned
ID-2012-48100,2012-06-26,2012-06-30,Standard Class,Emily Burns,Consumer,Sumatera Utara,Indonesia,APAC,Southeast Asia,OFF-FA-10000294,Office Supplies,Fasteners,"Advantus Clamps, Metal",20.574600000000004,2,0.47000000000000003,-8.165400000000004,2.7,High,2012,13109,APAC|ID-2012-48100,Not Returned
EG-2012-6420,2012-06-26,2012-06-30,Standard Class,Maurice Satty,Consumer,Al Qahirah,Egypt,Africa,Africa,OFF-SAN-10001295,Office Supplies,Art,"Sanford Pencil Sharpener, Water Color",116.03999999999999,4,0.0,12.72,2.17,High,2012,13110,Africa|EG-2012-6420,Not Returned
ES-2012-3185515,2012-06-26,2012-06-26,Same Day,Matt Connell,Corporate,England,United Kingdom,EU,North,FUR-TA-10001744,Furniture,Tables,"Lesro Coffee Table, Adjustable Height",508.37999999999994,2,0.0,172.8,1.98,Medium,2012,13111,EU|ES-2012-3185515,Not Returned
ES-2012-4904223,2012-06-26,2012-06-26,Same Day,Keith Herrera,Consumer,North Rhine-Westphalia,Germany,EU,Central,OFF-ST-10001195,Office Supplies,Storage,"Smead Box, Wire Frame",17.712,2,0.1,1.3320000000000003,1.82,High,2012,13112,EU|ES-2012-4904223,Not Returned
CA-2012-115938,2012-06-26,2012-06-30,Standard Class,Sue Ann Reed,Consumer,Virginia,United States,US,South,OFF-ST-10001321,Office Supplies,Storage,"Decoflex Hanging Personal Folder File, Blue",15.42,1,0.0,4.163400000000001,1.68,High,2012,13113,US|CA-2012-115938,Not Returned
CA-2012-115938,2012-06-26,2012-06-30,Standard Class,Sue Ann Reed,Consumer,Virginia,United States,US,South,OFF-BI-10001132,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",43.04,8,0.0,21.0896,1.68,High,2012,13114,US|CA-2012-115938,Not Returned
ID-2012-48100,2012-06-26,2012-06-30,Standard Class,Emily Burns,Consumer,Sumatera Utara,Indonesia,APAC,Southeast Asia,OFF-ST-10001214,Office Supplies,Storage,"Smead Box, Industrial",9.3375,1,0.17,3.5775,1.45,High,2012,13115,APAC|ID-2012-48100,Not Returned
IR-2012-9350,2012-06-26,2012-07-02,Standard Class,Ann Steele,Home Office,Ardabil,Iran,EMEA,EMEA,OFF-SME-10004518,Office Supplies,Labels,"Smead Legal Exhibit Labels, Laser Printer Compatible",22.2,2,0.0,1.32,0.76,Medium,2012,13116,EMEA|IR-2012-9350,Not Returned
IR-2012-9350,2012-06-26,2012-07-02,Standard Class,Ann Steele,Home Office,Ardabil,Iran,EMEA,EMEA,OFF-HON-10001132,Office Supplies,Labels,"Hon Round Labels, Adjustable",4.5600000000000005,1,0.0,1.62,0.25,Medium,2012,13117,EMEA|IR-2012-9350,Not Returned
IN-2012-66531,2012-06-27,2012-07-01,Standard Class,Kelly Williams,Consumer,Guangdong,China,APAC,North Asia,TEC-PH-10000303,Technology,Phones,"Samsung Smart Phone, VoIP",1272.48,2,0.0,534.42,124.04,High,2012,13118,APAC|IN-2012-66531,Returned
IN-2012-72229,2012-06-27,2012-07-02,Second Class,Dario Medina,Corporate,South Australia,Australia,APAC,Oceania,OFF-ST-10001755,Office Supplies,Storage,"Smead Lockers, Single Width",714.42,4,0.1,277.74,91.48,Medium,2012,13119,APAC|IN-2012-72229,Not Returned
IN-2012-72229,2012-06-27,2012-07-02,Second Class,Dario Medina,Corporate,South Australia,Australia,APAC,Oceania,TEC-MA-10004421,Technology,Machines,"Konica Inkjet, Wireless",846.6120000000001,3,0.1,348.01199999999994,79.44,Medium,2012,13120,APAC|IN-2012-72229,Not Returned
IN-2012-72229,2012-06-27,2012-07-02,Second Class,Dario Medina,Corporate,South Australia,Australia,APAC,Oceania,TEC-PH-10000499,Technology,Phones,"Motorola Smart Phone, Full Size",578.4209999999999,1,0.1,32.12100000000002,73.32,Medium,2012,13121,APAC|IN-2012-72229,Not Returned
IN-2012-60371,2012-06-27,2012-06-29,First Class,Bill Eplett,Home Office,Shanxi,China,APAC,North Asia,TEC-CO-10000778,Technology,Copiers,"Sharp Fax and Copier, Color",340.08,2,0.0,33.96,69.96,High,2012,13122,APAC|IN-2012-60371,Not Returned
ES-2012-1191624,2012-06-27,2012-07-03,Standard Class,Roy Skaria,Home Office,Ile-de-France,France,EU,Central,TEC-CO-10001375,Technology,Copiers,"Brother Copy Machine, Color",672.5115000000001,3,0.15,221.5215,62.24,Medium,2012,13123,EU|ES-2012-1191624,Not Returned
MZ-2012-1580,2012-06-27,2012-07-02,Standard Class,Tom Boeckenhauer,Consumer,Cidade De Maputo,Mozambique,Africa,Africa,FUR-BUS-10004854,Furniture,Bookcases,"Bush Floating Shelf Set, Pine",690.48,4,0.0,213.95999999999998,51.59,Medium,2012,13124,Africa|MZ-2012-1580,Not Returned
IN-2012-72229,2012-06-27,2012-07-02,Second Class,Dario Medina,Corporate,South Australia,Australia,APAC,Oceania,TEC-AC-10002255,Technology,Accessories,"Memorex Keyboard, Erganomic",560.115,9,0.1,174.015,47.34,Medium,2012,13125,APAC|IN-2012-72229,Not Returned
MX-2012-134712,2012-06-27,2012-07-02,Second Class,Maribeth Schnelling,Consumer,San Salvador,El Salvador,LATAM,Central,TEC-MA-10003366,Technology,Machines,"Epson Card Printer, White",448.96000000000004,4,0.0,26.880000000000003,39.833999999999996,Medium,2012,13126,LATAM|MX-2012-134712,Not Returned
IN-2012-42045,2012-06-27,2012-07-02,Standard Class,Katherine Ducich,Consumer,Karnataka,India,APAC,Central Asia,FUR-BO-10003408,Furniture,Bookcases,"Ikea 3-Shelf Cabinet, Metal",425.70000000000005,3,0.0,85.14000000000001,37.54,High,2012,13127,APAC|IN-2012-42045,Not Returned
IN-2012-72229,2012-06-27,2012-07-02,Second Class,Dario Medina,Corporate,South Australia,Australia,APAC,Oceania,TEC-CO-10001157,Technology,Copiers,"Hewlett Personal Copier, Color",262.278,2,0.1,101.95800000000003,32.73,Medium,2012,13128,APAC|IN-2012-72229,Not Returned
LE-2012-4400,2012-06-27,2012-07-01,Standard Class,Patrick Gardner,Consumer,North Lebanon,Lebanon,EMEA,EMEA,FUR-OFF-10004214,Furniture,Chairs,"Office Star Executive Leather Armchair, Red",469.67999999999995,1,0.0,183.14999999999998,28.58,Medium,2012,13129,EMEA|LE-2012-4400,Not Returned
US-2012-154879,2012-06-27,2012-07-01,Second Class,Doug Bickford,Consumer,Lima (city),Peru,LATAM,South,OFF-AP-10001458,Office Supplies,Appliances,"KitchenAid Blender, Black",235.872,6,0.4,-82.60800000000002,25.026,High,2012,13130,LATAM|US-2012-154879,Not Returned
US-2012-154879,2012-06-27,2012-07-01,Second Class,Doug Bickford,Consumer,Lima (city),Peru,LATAM,South,FUR-BO-10003106,Furniture,Bookcases,"Sauder Corner Shelving, Metal",117.40800000000002,2,0.4,-41.11200000000001,20.294999999999998,High,2012,13131,LATAM|US-2012-154879,Not Returned
MX-2012-112466,2012-06-27,2012-07-03,Standard Class,Arthur Prichep,Consumer,Yucatán,Mexico,LATAM,North,FUR-BO-10000411,Furniture,Bookcases,"Sauder Floating Shelf Set, Metal",206.97599999999997,2,0.2,62.056000000000004,18.133000000000003,Medium,2012,13132,LATAM|MX-2012-112466,Not Returned
IN-2012-60371,2012-06-27,2012-06-29,First Class,Bill Eplett,Home Office,Shanxi,China,APAC,North Asia,TEC-PH-10001917,Technology,Phones,"Apple Signal Booster, Cordless",139.50000000000003,1,0.0,11.16,16.1,High,2012,13133,APAC|IN-2012-60371,Not Returned
MX-2012-134712,2012-06-27,2012-07-02,Second Class,Maribeth Schnelling,Consumer,San Salvador,El Salvador,LATAM,Central,OFF-BI-10001324,Office Supplies,Binders,"Acco 3-Hole Punch, Economy",120.48000000000002,6,0.0,9.6,14.134,Medium,2012,13134,LATAM|MX-2012-134712,Not Returned
MX-2012-149461,2012-06-27,2012-07-02,Standard Class,Evan Henry,Consumer,México,Mexico,LATAM,North,TEC-PH-10001587,Technology,Phones,"Apple Headset, Cordless",152.21999999999997,3,0.0,25.859999999999996,13.646,Medium,2012,13135,LATAM|MX-2012-149461,Returned
US-2012-154879,2012-06-27,2012-07-01,Second Class,Doug Bickford,Consumer,Lima (city),Peru,LATAM,South,TEC-AC-10001055,Technology,Accessories,"Enermax Numeric Keypad, Bluetooth",91.728,4,0.4,-61.152,13.133000000000001,High,2012,13136,LATAM|US-2012-154879,Not Returned
MX-2012-114300,2012-06-27,2012-06-27,Same Day,Roland Schwarz,Corporate,Meta,Colombia,LATAM,South,OFF-ST-10000028,Office Supplies,Storage,"Rogers Shelving, Blue",82.84,2,0.0,21.52,11.716,Critical,2012,13137,LATAM|MX-2012-114300,Not Returned
ES-2012-1191624,2012-06-27,2012-07-03,Standard Class,Roy Skaria,Home Office,Ile-de-France,France,EU,Central,OFF-ST-10004695,Office Supplies,Storage,"Fellowes File Cart, Blue",247.15800000000002,2,0.1,82.33800000000001,11.38,Medium,2012,13138,EU|ES-2012-1191624,Not Returned
IN-2012-37362,2012-06-27,2012-07-02,Standard Class,David Bremer,Corporate,Karnataka,India,APAC,Central Asia,OFF-BI-10003779,Office Supplies,Binders,"Cardinal 3-Hole Punch, Durable",181.79999999999998,6,0.0,72.72,11.02,Medium,2012,13139,APAC|IN-2012-37362,Not Returned
US-2012-154879,2012-06-27,2012-07-01,Second Class,Doug Bickford,Consumer,Lima (city),Peru,LATAM,South,TEC-PH-10003522,Technology,Phones,"Apple Headset, Full Size",59.639999999999986,2,0.4,4.960000000000003,9.431000000000001,High,2012,13140,LATAM|US-2012-154879,Not Returned
TU-2012-8070,2012-06-27,2012-06-29,First Class,Chris McAfee,Consumer,Bursa,Turkey,EMEA,EMEA,FUR-ELD-10003828,Furniture,Furnishings,"Eldon Light Bulb, Erganomic",38.112,4,0.6,-45.768,9.4,High,2012,13141,EMEA|TU-2012-8070,Not Returned
ES-2012-5207465,2012-06-27,2012-07-03,Standard Class,Bart Pistole,Corporate,Ile-de-France,France,EU,Central,TEC-MA-10000473,Technology,Machines,"Konica Phone, Red",141.678,2,0.15,44.95800000000001,9.3,Medium,2012,13142,EU|ES-2012-5207465,Returned
US-2012-154879,2012-06-27,2012-07-01,Second Class,Doug Bickford,Consumer,Lima (city),Peru,LATAM,South,OFF-EN-10004568,Office Supplies,Envelopes,"Kraft Business Envelopes, Set of 50",39.959999999999994,5,0.4,3.2600000000000025,6.749,High,2012,13143,LATAM|US-2012-154879,Not Returned
IN-2012-52076,2012-06-27,2012-07-02,Standard Class,Marina Lichtenstein,Corporate,Karnataka,India,APAC,Central Asia,FUR-CH-10000117,Furniture,Chairs,"Novimex Steel Folding Chair, Black",79.8,1,0.0,14.34,6.54,Medium,2012,13144,APAC|IN-2012-52076,Not Returned
IN-2012-42045,2012-06-27,2012-07-02,Standard Class,Katherine Ducich,Consumer,Karnataka,India,APAC,Central Asia,OFF-AR-10003446,Office Supplies,Art,"BIC Highlighters, Water Color",44.22,2,0.0,0.0,5.48,High,2012,13145,APAC|IN-2012-42045,Not Returned
IN-2012-72229,2012-06-27,2012-07-02,Second Class,Dario Medina,Corporate,South Australia,Australia,APAC,Oceania,FUR-FU-10002803,Furniture,Furnishings,"Deflect-O Stacking Tray, Erganomic",64.557,3,0.1,-1.5030000000000001,5.25,Medium,2012,13146,APAC|IN-2012-72229,Not Returned
MZ-2012-1580,2012-06-27,2012-07-02,Standard Class,Tom Boeckenhauer,Consumer,Cidade De Maputo,Mozambique,Africa,Africa,OFF-ACM-10000476,Office Supplies,Supplies,"Acme Letter Opener, Easy Grip",63.66,2,0.0,17.82,4.95,Medium,2012,13147,Africa|MZ-2012-1580,Not Returned
ES-2012-5207465,2012-06-27,2012-07-03,Standard Class,Bart Pistole,Corporate,Ile-de-France,France,EU,Central,OFF-ST-10000875,Office Supplies,Storage,"Smead Shelving, Single Width",88.128,2,0.1,34.248,4.53,Medium,2012,13148,EU|ES-2012-5207465,Returned
MX-2012-149461,2012-06-27,2012-07-02,Standard Class,Evan Henry,Consumer,México,Mexico,LATAM,North,OFF-BI-10004177,Office Supplies,Binders,"Wilson Jones 3-Hole Punch, Durable",58.98,3,0.0,25.32,4.4,Medium,2012,13149,LATAM|MX-2012-149461,Returned
IN-2012-52076,2012-06-27,2012-07-02,Standard Class,Marina Lichtenstein,Corporate,Karnataka,India,APAC,Central Asia,OFF-BI-10002627,Office Supplies,Binders,"Avery Binder Covers, Economy",55.35,5,0.0,22.650000000000002,3.99,Medium,2012,13150,APAC|IN-2012-52076,Not Returned
MZ-2012-1580,2012-06-27,2012-07-02,Standard Class,Tom Boeckenhauer,Consumer,Cidade De Maputo,Mozambique,Africa,Africa,OFF-BIN-10002061,Office Supplies,Art,"Binney & Smith Sketch Pad, Blue",46.32,1,0.0,12.03,3.55,Medium,2012,13151,Africa|MZ-2012-1580,Not Returned
IT-2012-5085527,2012-06-27,2012-07-04,Standard Class,Neil Französisch,Home Office,South Holland,Netherlands,EU,Central,OFF-AR-10000584,Office Supplies,Art,"Sanford Pencil Sharpener, Water Color",14.504999999999999,1,0.5,-11.325,2.8,Low,2012,13152,EU|IT-2012-5085527,Not Returned
US-2012-147872,2012-06-27,2012-07-02,Standard Class,Greg Maxwell,Corporate,Monagas,Venezuela,LATAM,South,OFF-ST-10000442,Office Supplies,Storage,"Rogers Box, Wire Frame",18.432,2,0.4,-6.4879999999999995,2.592,High,2012,13153,LATAM|US-2012-147872,Not Returned
ES-2012-1191624,2012-06-27,2012-07-03,Standard Class,Roy Skaria,Home Office,Ile-de-France,France,EU,Central,OFF-BI-10000620,Office Supplies,Binders,"Wilson Jones Index Tab, Economy",25.799999999999997,4,0.0,6.6000000000000005,1.77,Medium,2012,13154,EU|ES-2012-1191624,Not Returned
MX-2012-134712,2012-06-27,2012-07-02,Second Class,Maribeth Schnelling,Consumer,San Salvador,El Salvador,LATAM,Central,OFF-FA-10001567,Office Supplies,Fasteners,"Advantus Paper Clips, Bulk Pack",18.76,2,0.0,7.840000000000001,1.701,Medium,2012,13155,LATAM|MX-2012-134712,Not Returned
TU-2012-8070,2012-06-27,2012-06-29,First Class,Chris McAfee,Consumer,Bursa,Turkey,EMEA,EMEA,OFF-TEN-10001129,Office Supplies,Storage,"Tenex Shelving, Blue",21.864,1,0.6,-30.066,1.65,High,2012,13156,EMEA|TU-2012-8070,Not Returned
EG-2012-1850,2012-06-27,2012-07-03,Standard Class,Denny Joy,Corporate,Al Qahirah,Egypt,Africa,Africa,OFF-SME-10000335,Office Supplies,Storage,"Smead Box, Wire Frame",19.68,2,0.0,3.3000000000000003,1.53,Medium,2012,13157,Africa|EG-2012-1850,Not Returned
